Unnamed: 0,customer_id,firm_tx_count,firm_size_wallet,firm_name,total_wallet,firm_potential_wallet,firm_sow_fee,firm_sow_tx,customer_firms_count,total_tx_count,total_wallet_quintile,sow_bin
183542,0xb55dcf7f3642d7229523b37e2e97a27b2d8bff28,11,132.076363269,opensea,132.076363269,0.0,1.0,1.0,1,11,4th_quintile,Bin 5
1566655,0x93648131bb92337981a93c16fc973867241a83cc,1,0.007898109453,sudoswap,0.007898109453,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
1127536,0x82ac73f47dbe8edca06fd679dc90494b0aea6fbf,1,8.015,opensea,8.015,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1559770,0x67edeb9b6c5c8e0c89ad4a2dfe35e17964f299cd,1,0.70561425,blur,10.215827907,9.510213657,0.0690706868227983,0.1,3,10,2nd_quintile,Bin 1
1218123,0x5f3f9101d1667c67da86aefb91248f3422a0cb1f,1,37.58619746,looksrare,4542.481237859,4504.895040399,0.0082743759394624,0.0384615384615384,4,26,5th_quintile,Bin 1
1757865,0x92eeabec0336923484e24baa31a264d252198c6c,1,2.000852697,opensea,2.000852697,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
612110,0x2e4c9feba4d2bf8e3fb9c6fa1c5524abca8f343c,7,250.196040108,opensea,250.196040108,0.0,1.0,1.0,1,7,5th_quintile,Bin 5
826994,0xd73e3eafb8fc292b9237881df63ea165f68a04cf,4,18.201442719,opensea,18.201442719,0.0,1.0,1.0,1,4,3rd_quintile,Bin 5
366780,0x73981d5295a7f0e21057f8d0fe5578b1b9989c1a,3,123.130983598,opensea,123.130983598,0.0,1.0,1.0,1,3,4th_quintile,Bin 5
985194,0xaf3115f6307b8ba8af106cb32eb017cb798640ea,5,86.927786924,opensea,86.927786924,0.0,1.0,1.0,1,5,4th_quintile,Bin 5
1334146,0x73834c18172a32365fe1311c56e7c619c3cfe52c,1,0.18845365,opensea,0.18845365,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
324613,0x33876cd7512e3ab2c836af79fbcf36b201f3ba76,8,43.756217522,opensea,54.344783913,10.588566391,0.8051594720120495,0.8888888888888888,2,9,4th_quintile,Bin 5
480029,0x36c06ffea418b7e4829e32f80e3cc220597b2163,23,78.463385053,opensea,79.063887553,0.6005025000000046,0.9924048447580134,0.9583333333333334,2,24,4th_quintile,Bin 5
1245133,0xcf9b51be9abe9c1ee4294d9affd5b58bac25e785,6,3.7219525,opensea,4.1847115,0.4627589999999997,0.8894167495178581,0.8571428571428571,2,7,2nd_quintile,Bin 5
890804,0x32e2bd13ea5ac745a4f0b6e77c21b7f5b44bdb6d,2,81.709956193,looksrare,81.709956193,0.0,1.0,1.0,1,2,4th_quintile,Bin 5
19777,0xc704dc228e04321a735bd78d818e2b130602fc5b,15,1110.800692282,opensea,1110.800692282,0.0,1.0,1.0,1,15,5th_quintile,Bin 5
211969,0x7e2aeea84a4b351e915d1c8ffa2b60dae7ef6a86,29,62.321699783,opensea,65.044616783,2.722916999999996,0.9581377040150132,0.935483870967742,3,31,4th_quintile,Bin 5
1403013,0x93b3845e77bd97a416735a9eab479aed492954a0,3,2.076362375,opensea,2.076362375,0.0,1.0,1.0,1,3,1st_quintile,Bin 5
558355,0x26101fa10711664bc10e1a3b6c3d9b22ce38a8d6,16,45.375776809,opensea,45.4404015299,0.0646247208999994,0.9985778136036612,0.9411764705882352,2,17,3rd_quintile,Bin 5
976900,0xce71925d642cf932f2fa5f6e40304d2e1cf321a2,19,41.400429009,opensea,41.400429009,0.0,1.0,1.0,1,19,3rd_quintile,Bin 5
1012287,0x59ae3b805f57ca430af2425a700bf41b92147065,2,5.061287937,opensea,5.084436297000001,0.0231483600000004,0.99544721211009,0.3333333333333333,2,6,2nd_quintile,Bin 5
6069,0x1f3b00363a447c88a255ea329c3e8e96c8872196,39,23.530716412,gem,492.556600371,469.025883959,0.0477726141407431,0.0776892430278884,4,502,5th_quintile,Bin 1
1057179,0xda043c05decf96e619c92d30e4fa38fa103cc18c,3,11.02368,opensea,11.02368,0.0,1.0,1.0,1,3,2nd_quintile,Bin 5
464630,0x461e54396ff2694d8372fdbded070ab6269b6168,3,29.481975357,opensea,29.481975357,0.0,1.0,1.0,1,3,3rd_quintile,Bin 5
1552317,0x50b9ffb93fbf565f836d8cdf5a5874f1fa7df8b6,22,140.54128079,opensea,140.54128079,0.0,1.0,1.0,1,22,4th_quintile,Bin 5
243384,0xb31c2928140ab88530e7058860871dfc93d0bec6,18,4.959731034,x2y2,124.474325241,119.514594207,0.0398454140996326,0.216867469879518,4,83,4th_quintile,Bin 1
359713,0x9a773a0c1710a5afd9d25eb5b0d2dca2239663e6,2,32.940478966,gem,3009.4746950360004,2976.53421607,0.0109455909432745,0.03125,2,64,5th_quintile,Bin 1
246953,0xe2acd1e3ea5f71b101f0e76f9a4f44b55f4edc6d,2,83.129039379,opensea,83.129039379,0.0,1.0,1.0,1,2,4th_quintile,Bin 5
695055,0x0c1abea67a72e94c167f63bf5220faa08ec0cdde,37,66.728076445,opensea,68.251354345,1.5232778999999963,0.9776813527787293,0.7708333333333334,3,48,4th_quintile,Bin 5
1560778,0x938bdaa295b34690ef406262eaf573c3c3d4c123,1,0.8968575,blur,742.3636269529001,741.4667694529,0.0012081107794588,0.0149253731343283,3,67,5th_quintile,Bin 1
24751,0x69f3f5899e0c57142d77592c4f779809592b2442,574,1415.135448116,opensea,1505.3883784645,90.25293034850006,0.9400467469793022,0.8790199081163859,4,653,5th_quintile,Bin 5
1739336,0x1aa7d8588fbc7d2a5966eea458916822ca36272f,1,29.68902495,looksrare,4205.590717751,4175.901692801,0.0070594185080084,0.0108695652173913,4,92,5th_quintile,Bin 1
453989,0xba2be3a1b9728cccd2e78d9088f88825a51cf84e,3,48.206987419,opensea,48.206987419,0.0,1.0,1.0,1,3,4th_quintile,Bin 5
1107801,0x8ba89572a84b851b8e015d3921bb32686f66b7c2,1,0.4201194915,x2y2,132.8991346485,132.479015157,0.003161190572167,0.0033333333333333,3,300,4th_quintile,Bin 1
1206667,0x6d18b71e2a07e6fdeabfd0989b6dc688799d7bae,8,16.899214983,opensea,16.899214983,0.0,1.0,1.0,1,8,3rd_quintile,Bin 5
1106282,0x75bca535a26fc647986a3e3083a4860d81e0a8c8,2,0.727605,opensea,0.727605,0.0,1.0,1.0,1,2,1st_quintile,Bin 5
90059,0x11af312999deb286ce536d539adf3f60333aa055,3,45.166728604,opensea,45.166728604,0.0,1.0,1.0,1,3,3rd_quintile,Bin 5
1150677,0xa677cd2c863f365cbac800b9b46e607fd4219634,6,2.887073939,opensea,7.5270075072,4.6399335682,0.3835619847912139,0.6,3,10,2nd_quintile,Bin 2
1067776,0x147cb63e606b1e9331da5a69a68626e3377d7cd4,1,0.04787892,opensea,0.04787892,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
1574416,0x5c75eed7dd7aaa444a5c421509ddce93d0ea7656,2,65.43641504,gem,888.7962612150001,823.359846175,0.073623638954722,0.0263157894736842,2,76,5th_quintile,Bin 1
967801,0x629e9f3cd77eb443409e569e2e29c9a6e5a4725a,1,22.5033,opensea,25.10417,2.6008700000000005,0.8963968934244788,0.5,2,2,3rd_quintile,Bin 5
252120,0xd4d24b2101cb664f69d47fbf5b278bd35a6d45f6,2,101.749965761,looksrare,1325.516565097,1223.766599336,0.0767625003264701,0.1176470588235294,3,17,5th_quintile,Bin 1
793948,0x6163219791b3fef09d2cc2f8202862c6511dc8a4,6,5.901274278,opensea,6.999327708,1.0980534300000002,0.8431201572766822,0.8571428571428571,2,7,2nd_quintile,Bin 5
78583,0x99cc0163ae21bd56fa13468e7cbcfde605aad2c5,23,124.179540758,opensea,160.213939303,36.03439854499999,0.7750857465850648,0.71875,3,32,4th_quintile,Bin 4
188033,0xfb95f00c0cabe0d53b243b6fdcd3ae23fc7b37db,1,8.593675,opensea,8.593675,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1384405,0x5f0c44f2af9c1ee9c9aecdcc0b5eb0182c6e9ca2,1,0.5701056,opensea,0.5701056,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
520980,0x957c8b57f311772cd53fe3a8e4395504027a7e55,1,9.667725,opensea,9.667725,0.0,1.0,0.5,2,2,2nd_quintile,Bin 5
1200043,0x0912ae16864214955e15e28dc4eec78f039e1b49,1,0.0,blur,13.5751628691,13.5751628691,0.0,0.0666666666666666,3,15,3rd_quintile,Bin 1
1701217,0x7ec5fdc296ec50c52d75cf112ec07dabb3b177c6,1,0.50216475,opensea,0.50216475,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
1369446,0x89df6469147be875606b9c8f3e585f8e242be7ce,1,0.16887429,gem,1.86698426,1.69810997,0.0904529800374428,0.1666666666666666,3,6,1st_quintile,Bin 1
858965,0x5e9513e7ab2b0b999302ce26cd7b552bb22a1c47,34,1392.498504466,opensea,1404.691454466,12.19295000000011,0.9913198375620252,0.8717948717948718,3,39,5th_quintile,Bin 5
1152335,0x895f18a11948d49c4d455ccfbe94ce0a75319273,4,249.945363439,opensea,249.945363439,0.0,1.0,1.0,1,4,5th_quintile,Bin 5
705184,0x3725fd288e27d2c8cde8f5e2718f688597f80af6,1,0.0,gem,50.575345256,50.575345256,0.0,0.25,2,4,4th_quintile,Bin 1
36142,0x6c7fa74a3bfcf1452634862bac71ba101bc40760,25,555.292360083,opensea,558.7737975829999,3.48143749999997,0.993769504735084,0.8928571428571429,4,28,5th_quintile,Bin 5
1630437,0xd52d37630592f23d049f1a0be9c83d6059cd3272,1,3.43434,opensea,3.43434,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1820707,0x7a654fff803af3aa0b3510f12fd932fc3fcd64f9,1,83.344067985,opensea,83.344067985,0.0,1.0,1.0,1,1,4th_quintile,Bin 5
1023829,0x1e54a6c89d7324e311a746d72501395c47bffd44,1,4.275596797,opensea,4.275596797,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1839182,0x8f04b40f32bd2343f31c3a9640f05d9fbf25e2da,1,64.880976,looksrare,180.773176,115.8922,0.3589082043897929,0.3333333333333333,2,3,4th_quintile,Bin 2
1559784,0x2978fc14472d449c34420332d0e62ccdad083ad8,2,5.07943195,opensea,5.07943195,0.0,1.0,1.0,1,2,2nd_quintile,Bin 5
1509101,0x269d94e3eae94b5845971d1e2699e8e7b7bd55a7,21,461.029344556,opensea,461.029344556,0.0,1.0,1.0,1,21,5th_quintile,Bin 5
289639,0x196690a46725eed25559d053a900af351b6e94e3,1,0.0,gem,103.195231182,103.195231182,0.0,0.0909090909090909,2,11,4th_quintile,Bin 1
297591,0x8493cc89be8a66d6043fa6b78d3ef5ba98ad99fb,17,1752.451718806,opensea,1752.451718806,0.0,1.0,1.0,1,17,5th_quintile,Bin 5
1633178,0x2ce00eb60f2fda4b76cbc13ce43d590e483d481c,1,14.31225,opensea,14.31225,0.0,1.0,1.0,1,1,3rd_quintile,Bin 5
1625938,0x9631583522608444194f185e0b74a70054a3cd56,3,710.638928609,opensea,710.638928609,0.0,1.0,1.0,1,3,5th_quintile,Bin 5
149683,0x6b770fd6658fa31a683161c32960a9efd9fd5012,10,55.358014572,opensea,59.566298275,4.208283702999999,0.9293512636361656,0.9090909090909092,2,11,4th_quintile,Bin 5
139844,0x7fe1f544f16341f66e23ee96ae2847eaca420016,1,0.100817925,opensea,0.199050775,0.09823285,0.5064935064935064,0.5,2,2,1st_quintile,Bin 3
324241,0x6d80d27e181715b20fec6a5492fc0b5f2a93931b,37,757.371510831,opensea,757.371510831,0.0,1.0,0.9487179487179488,2,39,5th_quintile,Bin 5
786618,0xd80e033db854ee2ba1211a8055e5008bc2b7b921,2,0.096260715,gem,8.141948565,8.04568785,0.011822810501874,0.0512820512820512,3,39,2nd_quintile,Bin 1
1658049,0xba2683c905ccf42d83d906180068920f4728cfed,2,8.464061906,opensea,8.464061906,0.0,1.0,1.0,1,2,2nd_quintile,Bin 5
810947,0x1532fad73417d0dd70d4ad739ec4d07c6b438748,3,3.522962475,opensea,3.522962475,0.0,1.0,1.0,1,3,2nd_quintile,Bin 5
1735016,0x7cd96eaaac4de0f17785e482bdab118fcd6ac9a1,1,12.18592775,opensea,12.18592775,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1808840,0xc9f93ce516740a2d5c9a1f9a9904c0f588aef7da,1,104.365817364,opensea,104.365817364,0.0,1.0,1.0,1,1,4th_quintile,Bin 5
1742114,0x5a1dd7ca10477830f2a79b35508c03d066e8250d,1,0.66698,gem,10.47909498,9.81211498,0.0636486262671511,0.0625,2,16,2nd_quintile,Bin 1
1602904,0xb66b23bd9ec054ec983391c8d6ad852d567c6660,1,0.0354594,looksrare,0.0354594,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
44985,0xf727a2a98afd66f3d3afd56577b34e8a6ed6c33d,115,1861.396769093,opensea,1878.75315536,17.35638626700006,0.9907617526988668,0.934959349593496,4,123,5th_quintile,Bin 5
1319301,0x9ee743b830f3b93307221cc1c83d51fb4262dbd1,5,199.936009725,opensea,199.936009725,0.0,1.0,1.0,1,5,4th_quintile,Bin 5
1774621,0xfb14a1fd7dd08b8c77ce36539942a9a644896922,1,0.33174,opensea,0.33174,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
1279907,0x904ab38219bbcff5c500002394ea4877fad0409e,1,0.624115,opensea,0.624115,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
598076,0xe08c6a7eab5e570f2fe3e41f20138ee1ab5d87b6,16,17.35099544,opensea,23.273001293,5.922005852999998,0.7455418070731941,0.6956521739130435,3,23,3rd_quintile,Bin 4
963866,0x1877183d30bdaebda13150acdff7d7f2b586c292,17,50.575006166,opensea,50.575006166,0.0,1.0,1.0,1,17,4th_quintile,Bin 5
275549,0x16e52f3e320964eababc9a949ee83c5f3a66f7a4,1,8.660074634,opensea,8.660074634,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1009702,0xd0a19753d1b2013579ff3aa77b467cabcdbb8614,3,0.51941075,opensea,0.51941075,0.0,1.0,1.0,1,3,1st_quintile,Bin 5
1446947,0x6617227416e06e2ee2e8c5dc33a533ae104fae57,1,346.02625,opensea,346.02625,0.0,1.0,1.0,1,1,5th_quintile,Bin 5
517441,0x5bd6999e29d9658ea5fb5f6496bdb70994ec4cce,22,524.738349715,opensea,524.738349715,0.0,1.0,1.0,1,22,5th_quintile,Bin 5
1379485,0x24c2b579d111123f0b751ec433e8de852e0c2463,1,0.7255251,opensea,0.7255251,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
223854,0x2c3d674acbc7fe29b57bf3f1e88d275647b98ce6,6,0.7463144304,gem,148.9701186374,148.223804207,0.0050098263814675,0.0769230769230769,2,78,4th_quintile,Bin 1
1816010,0xa7171310be4f3a3541b5cf71a198949b9ce7e5d2,2,3.4579265,opensea,3.4579265,0.0,1.0,1.0,1,2,2nd_quintile,Bin 5
931045,0x9ed285aa1dfd8b5f4c61ec1f6b11d007ffa54708,1,0.0,gem,371.565534874,371.565534874,0.0,0.1,2,10,5th_quintile,Bin 1
479572,0x99f6c14a7e16bebaf6fd75d19a161a9ec56e668f,3,0.1776875362,gem,209.3131307152,209.135443179,0.000848907737383,0.0909090909090909,2,33,4th_quintile,Bin 1
1685188,0xea24b4a2ebd0c1c8237f1f3968bd711f1c376429,1,24.2511,opensea,24.2511,0.0,1.0,1.0,1,1,3rd_quintile,Bin 5
705261,0x6f8f51f318949f337095d397133a424e28908eb3,1,0.0,gem,308.899756094,308.899756094,0.0,0.125,3,8,5th_quintile,Bin 1
872583,0x504eec66fa2ba8d44163ad484119db60fd59c70c,25,28.64024325,blur,2074.7011242,2046.06088095,0.0138045152219424,0.2293577981651376,5,109,5th_quintile,Bin 1
296638,0xa3a57c44cb777b80106ac69d2d869ed5d182872c,4,50.050305,opensea,50.050305,0.0,1.0,0.8,2,5,4th_quintile,Bin 5
500580,0x252ad4c147630634170971fe0bee72feaf7dfcb3,47,560.859460138,opensea,602.9428186380001,42.08335850000003,0.930203400390334,0.9215686274509804,2,51,5th_quintile,Bin 5
1834314,0xbcb854f235e495ecfe2a1b6bf6fe9bdff167f542,1,0.6690528,x2y2,27.712256467,27.043203667,0.02414284815806,0.1,3,10,3rd_quintile,Bin 1
594149,0xc7fe9ec6dfd56a72ab24cdad237579bd61880fe0,1,4151.747449525,looksrare,4151.747449525,0.0,1.0,1.0,1,1,5th_quintile,Bin 5
651623,0xb0c685f1cb1f147aa0c40748a2637b41c8c3641e,1,0.23078,gem,4.751292424,4.520512424,0.0485720472253551,0.1428571428571428,2,7,2nd_quintile,Bin 1
75516,0xfb13a76e365a9082f7da569a4e8e16ae71d0ff28,193,4943.03525722,opensea,4950.24694586,7.21168863999992,0.9985431658826572,0.9846938775510204,2,196,5th_quintile,Bin 5
1417822,0x61c73f741a1562415d61d0cb28b519098cb6174e,18,251.54524231,opensea,251.54524231,0.0,1.0,1.0,1,18,5th_quintile,Bin 5
136848,0x9b4e84706ee5b00b19fd3630c148c9a40db0565e,23,495.093682956,opensea,496.252135606,1.1584526500000152,0.9976655966455734,0.8846153846153846,3,26,5th_quintile,Bin 5
1739418,0x0ece957c6e2fe71580bb622f147f72fa96535701,1,10.955486662,opensea,10.955486662,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
433340,0x78c003144ebe84f54d43ba58383054a3f6e17047,38,188.75638076,opensea,189.89574318,1.1393624199999977,0.9940000633983668,0.95,2,40,4th_quintile,Bin 5
480149,0xd0a53702a5065ae3f0376b9484a069fbf662a9f4,2,9.66636,gem,2179.305026417,2169.638666417,0.0044355241156362,0.0317460317460317,3,63,5th_quintile,Bin 1
490308,0x4618efc44ee18206a6f2ae8c0d1c26a60d701580,1,20.635695513,opensea,20.635695513,0.0,1.0,1.0,1,1,3rd_quintile,Bin 5
913906,0x109ad81ca063fa1a8237189e31821d3114c52a4e,14,2474.383489213,opensea,2474.383489213,0.0,1.0,1.0,1,14,5th_quintile,Bin 5
771350,0xa33e91a374b1566d91619c2119001f6abc2c6db4,3,131.209485,opensea,131.209485,0.0,1.0,1.0,1,3,4th_quintile,Bin 5
1114523,0xb65be727cf840c86c50e89c024090097f25de93a,44,677.404193327,opensea,1396.996166531,719.5919732039999,0.4849005384238956,0.7096774193548387,4,62,5th_quintile,Bin 3
1005329,0x2ee9fa30ff5ca746497477cf6d4ebed0476f7b02,6,0.4704752346,gem,22.74765766524,22.27718243064,0.0206823595432825,0.0472440944881889,4,127,3rd_quintile,Bin 1
1286976,0xf74a21f69348957243aa0540f1ff6de22a9c6828,1,2.851673775,opensea,2.851673775,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
259243,0x279a8471d98fb35d4d6e6d05691c2973ff57c3ab,11,1724.63706557,opensea,1724.63706557,0.0,1.0,0.9166666666666666,2,12,5th_quintile,Bin 5
898324,0x11f351d4868b53ed6735c1dd6a4b4725dd3542ed,4,295.706277677,opensea,295.706277677,0.0,1.0,1.0,1,4,5th_quintile,Bin 5
758882,0x8744aa8f40b084f876331093fddba93cd4e89824,10,48.143685881,opensea,48.143685881,0.0,1.0,1.0,1,10,4th_quintile,Bin 5
668913,0xc46828ae2e8229efb80ea6c832dd598d26d7d968,8,578.702017409,looksrare,969.0651165,390.363099091,0.5971755742267502,0.4705882352941176,3,17,5th_quintile,Bin 3
297653,0x4b5f1f2b3e5d603e9bd76197d1814a62f6e35023,9,3.796330464,opensea,5.828765626,2.032435162,0.65130950660736,0.8181818181818182,2,11,2nd_quintile,Bin 4
745677,0x377cc0fcf51113c215626174a01e5f93c77bc880,2,73.42236525,opensea,73.42236525,0.0,1.0,1.0,1,2,4th_quintile,Bin 5
415856,0xb079e9eb6dc68357cc2162afe9af6b32036a994e,8,61.166282624,opensea,61.166282624,0.0,1.0,1.0,1,8,4th_quintile,Bin 5
581778,0x5272d43b2318383f6772e4079138ee0e606fffdf,3,6.954470137,opensea,6.954470137,0.0,1.0,1.0,1,3,2nd_quintile,Bin 5
945071,0x29b9d8b112f97b637c134579b9d10a4f4fcac7ec,10,0.0,blur,10366.271420016,10366.271420016,0.0,0.0109769484083424,5,911,5th_quintile,Bin 1
1784917,0x499cdd3f855fc053121d42677fb3361b01247d48,3,0.82199275,opensea,0.82199275,0.0,1.0,1.0,1,3,1st_quintile,Bin 5
983504,0x31fc372047bacfe75175998f5affdd3178d5b0d9,1,0.9509374187,blur,2335.9790773837,2335.028139965,0.000407083020523,0.1428571428571428,3,7,5th_quintile,Bin 1
197910,0xab888291f4127352b655fd476f64ac2ebfb8fe76,17,86.08312943,opensea,88.15545743,2.072327999999999,0.9764923459033092,0.8095238095238095,3,21,4th_quintile,Bin 5
563772,0x850a5c287380ed075f74c269b85b7d1ab88370d3,11,255.262114011,opensea,257.524194535,2.262080523999998,0.9912160466006524,0.9166666666666666,2,12,5th_quintile,Bin 5
864445,0xe3a1bf5c6f40758077754767f2b944c6631712ec,15,14.833871946,opensea,16.915796962599998,2.081925016599998,0.8769242134317979,0.75,4,20,3rd_quintile,Bin 5
54693,0x9d99e1cd5b11093aee65f601e413235c59119ec3,110,380.182365138,opensea,428.2499918090001,48.06762667100003,0.8877580208047308,0.873015873015873,5,126,5th_quintile,Bin 5
125716,0xd89bb8b818533b6fc9ce394b2635b1044ce54b32,27,723.667083544,opensea,735.299921044,11.63283750000005,0.9841794658654616,0.9642857142857144,2,28,5th_quintile,Bin 5
1616962,0x34a9c18960ff71d1c571c16b5a17939688957e65,1,31.2657,opensea,31.2657,0.0,1.0,1.0,1,1,3rd_quintile,Bin 5
1619822,0x7afd03ffeafe1a9c275e6b7d702469ef241bb6aa,1,151.9555,opensea,151.9555,0.0,1.0,1.0,1,1,4th_quintile,Bin 5
284002,0x3f4f7f25b97cff8acfa9453c2f63fe7b484dbf39,10,131.035754,opensea,131.035754,0.0,1.0,1.0,1,10,4th_quintile,Bin 5
1851865,0xe28d42bfd4fa2e538e3e21a3009fa6aae3d01208,1,3.5948627,opensea,3.5948627,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
1140679,0x030bfe09f027b19bfb4b4e36f6ef183f5dc675dc,1,0.4866103473,opensea,0.4866103473,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
437132,0x0a2f8f4beb9e2bcf0866049b25d85d54871af02a,48,94.689889291,opensea,99.8049951,5.115105808999999,0.9487489999486008,0.8,4,60,4th_quintile,Bin 5
1066043,0xf5f6ec9f8ee9b8ce419832e4e37ef50117b1cd40,1,1.885698381,opensea,2.0660733810000003,0.1803750000000001,0.9126967117147132,0.5,2,2,1st_quintile,Bin 5
1431679,0x40de009b95877944a6b8b36736e732fe5f02590d,1,0.8443166916,opensea,0.8443166916,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
229840,0xedf55b8f4c48c6ab7ce40c2a806a8c7216cd0cc2,17,153.239583169,opensea,153.239583169,0.0,1.0,1.0,1,17,4th_quintile,Bin 5
989004,0xfcbb263e84b155bf18cc4308a754f2958570dce7,2,0.3786106295,opensea,0.3786106295,0.0,1.0,1.0,1,2,1st_quintile,Bin 5
577926,0xba19c18f9e6d561c14c7c6912f97bfe6bf55bc0c,19,2821.903602138,opensea,2821.903602138,0.0,1.0,1.0,1,19,5th_quintile,Bin 5
1440500,0xd11c4891e5ee56004db606648563702de18a6eed,1,0.379852,gem,10.393688746,10.013836746,0.0365464090067335,0.0588235294117647,2,17,2nd_quintile,Bin 1
1679145,0x9797e08e2377c584afa97f8ab9b8bae2777816b6,1,1.52136075,opensea,3.706212695,2.184851945,0.4104893256807539,0.5,2,2,2nd_quintile,Bin 3
1688709,0xb39935b0a32beddb0ca53944ddeb183e39026805,2,1.46717585,x2y2,138.71456180200002,137.24738595200003,0.0105769418216829,0.0333333333333333,4,60,4th_quintile,Bin 1
376560,0x7efbeea5c542fe8d9a9991550f94fde3a417e040,2,102.76789625,opensea,102.76789625,0.0,1.0,1.0,1,2,4th_quintile,Bin 5
1310872,0x2e7b350a3acb02ceb023335c1e6363e537dea168,1,0.195175,x2y2,73.170296113,72.975121113,0.0026674075460701,0.1,2,10,4th_quintile,Bin 1
672674,0x3847e032bb0d3a05f33a4903d0a846abde1bf0d3,6,22.703310138,gem,633.359250449,610.655940311,0.0358458649209042,0.0689655172413793,3,87,5th_quintile,Bin 1
61311,0xe01484be9c5d7c9aae582e657a397313f3c892bb,3,161.231809023,opensea,161.231809023,0.0,1.0,0.75,2,4,4th_quintile,Bin 5
362019,0x21b058ab97d3f00536db1fa801d1846fb3aaa465,22,76.070106454,opensea,76.070106454,0.0,1.0,0.9565217391304348,2,23,4th_quintile,Bin 5
569538,0x67820d2b3bed3271db10140325b50626e5cc64a1,4,200.522154389,opensea,227.200436879,26.678282489999987,0.8825782077865985,0.6666666666666666,2,6,5th_quintile,Bin 5
535495,0xde392125cfaebd9f52594e9ac1cd79f99a378fce,11,370.893415936,opensea,370.893415936,0.0,1.0,1.0,1,11,5th_quintile,Bin 5
944141,0xe7d4d4ae5a8b90027b93c5131711f9e5650d484b,2,4.087340971,sudoswap,4.087340971,0.0,1.0,1.0,1,2,2nd_quintile,Bin 5
1749625,0x8fbb1b712bb172ab976dbfa53e0165d64a064fd2,3,3.11209915,opensea,3.11209915,0.0,1.0,1.0,1,3,2nd_quintile,Bin 5
88854,0x8079e5f811d59b752d356c5e021f1459a8d74cb6,21,101.661184286,opensea,102.0630995701,0.4019152840999993,0.9960620901599804,0.9545454545454546,2,22,4th_quintile,Bin 5
72124,0xfb81efe125a250b52ff1c40ffbd0a47b926ff552,107,57.94474188,opensea,58.3823497674,0.4376078873999987,0.9925044488763562,0.9385964912280702,2,114,4th_quintile,Bin 5
1262773,0x899e1033f562700ce045a6e5a90410fb4eb4b767,2,1.487423875,gem,8.814287893,7.326864017999999,0.1687514513998641,0.2857142857142857,3,7,2nd_quintile,Bin 1
973872,0x3d2ea6ab9d63661f2c835056c149939b3ca83f88,5,19.760856875,opensea,19.760856875,0.0,1.0,1.0,1,5,3rd_quintile,Bin 5
1710599,0xb7e79495255b66ec23af94337e15e3c8f347a21a,1,0.4427845,opensea,0.4427845,0.0,1.0,1.0,1,1,1st_quintile,Bin 5
1395091,0xc725548728a7db7c52bcd1b9ca6ee0ec07b83668,3,0.0,x2y2,328.609884104,328.609884104,0.0,0.2,2,15,5th_quintile,Bin 1
1671102,0x13331bd18d6581dd034b3751e055bc03ca9dbcc9,2,704.500669674,looksrare,4465.660981266,3761.160311592,0.1577595506307952,0.0253164556962025,4,79,5th_quintile,Bin 1
1278416,0x1fd5f29e4c7f5916bb3f8e521d425d1de5ffbade,3,0.4857548458,opensea,1.0665335783,0.5807787325,0.4554519948394577,0.75,2,4,1st_quintile,Bin 3
16960,0x0dc4b9ad4cd8a06878163427c71f027bb8acb09a,13,207.536371343,gem,5845.201645877999,5637.665274534999,0.0355054254611307,0.0680628272251308,5,191,5th_quintile,Bin 1
1456044,0x9e3323bdc9aef67201da9627504b359b98a2e0ae,1,6.649305,opensea,6.649305,0.0,1.0,1.0,1,1,2nd_quintile,Bin 5
301855,0x7130374dff79344daf7408b5081c34c163079bb8,2,0.0,gem,135.547707132,135.547707132,0.0,0.0952380952380952,2,21,4th_quintile,Bin 1
134021,0xfd1e65915666072caf30c46352112e5b24353f09,4,18.014487193,opensea,18.014487193,0.0,1.0,1.0,1,4,3rd_quintile,Bin 5
231565,0xf6bccc6a669c628c736def86817efd558b8f5207,51,1259.190921542,opensea,1259.190921542,0.0,1.0,1.0,1,51,5th_quintile,Bin 5
479133,0x0e2d96c9d49114b27847521aee3bc79ce64e1a8e,17,59.798932095,gem,3689.196599549,3629.397667454,0.0162092017818487,0.0559210526315789,3,304,5th_quintile,Bin 1
